user_id,name,description,top_user,followers_count,friends_count,statuses_count,location,gender,verified,verified_reason,birthday,created_at,sunshine_credit,company,school,label
5908167247,大家正在搜的热门话题和视频,"我用三生烟火,换你一世迷离.",,5384,386,8643,香港,m,False,,水瓶座,2016-04-27 11:08:58,信用较好,BTOC（HK）CO LIMITED,湖南大学,['视频累计播放量9']
1779837945,北京卫视,天涯共此时,1,9299982,716,69399,北京 朝阳区,m,True,北京卫视官方微博,,2010-07-20 15:40:24,信用极好,,,"['热门综艺博主 数据飙升', '昨日发博46，阅读数100万+，互动数4.1万', '视频累计播放量15.76亿']"
1498396803,中国天气,中国天气网（www.weather.com.cn）是气象服务门户网站，提供国内外城市天气预报及最新天气资讯。媒资合作请联系010-58993745，bd@weather.com.cn。,1,2346485,639,76894,北京,f,True,中国天气网,2008-07-28 狮子座,2009-11-03 22:23:04,信用极好,中国气象局公共气象服务中心,,['视频累计播放量2.69亿']
7189292433,吻灵-wenling,money baby!【铁唯】学习中-ing，一直爱肖战,,85,740,18179,浙江,f,False,,水瓶座,2019-06-11 20:04:04,信用较好,,,['视频累计播放量904']
5127238037,华夏二马,既然老天爷没收走我……那就好好再活几年,,41973,552,3401,北京 西城区,m,False,,1970-09-04 处女座,2014-10-11 17:38:50,信用极好,无业,,['视频累计播放量1.5万']
1680685707,云财经,【云财经】国内领先的股票情报聚合平台，提供国内唯一的股市资讯垂直搜索服务，以及A股股票自动交易服务。www.yuncaijing.com,,985568,830,263575,广东 深圳,m,True,云财经网官方微博,,2010-01-11 20:17:31,信用极好,,,['视频累计播放量793.7万']
2994021060,维赛特资讯,《Vsat财经》是上海维赛特科技实业有限公司专业为证券金融业开发的资讯产品，是集实时行情、智能选股、基本面分析、技术分析于一体，能使投资者多方位、多角度地研究和发现证券市场投资机会。维赛特证券信息数据库，是针对不同类型投资群体的需求设计推出的产品。 　　公司成立于1995年，是专业致力于证券资讯信息服务和软件开发的企业，目前用户已遍及全国多个省市自治区的大中城市，在国内证券营业网点、上市公司、投资机构、金融银行等用户中享有好的口碑和信誉。,,1346,77,22540,上海,m,True,上海维赛特科技实业有限公司, ,2012-09-08 14:07:42,信用较好,,,[]
2418724427,北京发布,传递政务信息，提供群众服务资讯，倾听您的诉求，关注您所关注。爱生活，爱北京。这里是北京市政府新闻办官方微博，欢迎朋友们与我们以及“北京微博发布厅”成员单位互动交流。 北京微博发布厅：http://focus.weibo.com/pub/i/zt/beijing,1,8999323,631,100123,北京 东城区,m,True,北京市政府新闻办公室官方微博, ,2011-10-19 15:52:46,信用极好,,,['视频累计播放量1.61亿']
2489610225,天津发布,在海河和海洋文化的哺育下，天津以高度开放的姿态融入世界经济发展的大格局，正在向独具特色的国际性、现代化宜居城市迈进。这里是天津市政府新闻办…,1,2697199,788,132474,天津,m,True,天津市人民政府新闻办公室官方微博, ,2011-11-24 17:35:42,信用较好,,,['视频累计播放量7131.1万']
7202439638,乐陵融媒,我看天下 天下看我,,2738,66,30211,山东,m,True,乐陵市广播电视台（乐陵市融媒体中心）官方微博,1998-08-08 狮子座,2019-06-21 17:09:32,信用较好,,,['视频累计播放量1847.7万']
1000481815,邹毅的邹,在高处飞，持之以恒做几件与生态环境保护相关的事情。用手机拍照记录、见证北京空气质量的改善。,,9695,1429,42720,北京,m,True,《北京·一目了然》创始人、北京一目了然NGO中心主任 超话主持人（一目了然超话）,,2012-01-15 11:25:04,信用极好,北京一目了然公众环境保护研究中心,,"['昨日发博8，阅读数1000+，互动数2', '视频累计播放量69.2万']"
2656274875,央视新闻,“央视新闻”是中央广播电视总台新闻新媒体旗舰账号，是总台重大新闻、突发事件和重要报道的首发平台。,1,132344312,2746,171980,北京,m,True,中央广播电视总台央视新闻官方账号,2012-11-01 天蝎座,2012-03-07 15:11:13,信用较好,,,"['昨日发博37，阅读数100万+，互动数27万', '视频累计播放量791.84亿']"
6433471859,振浩辰宇白沐上神,微博认证:微博原创视频博主,,877,1137,24926,其他,m,False,,天蝎座,2017-12-14 10:07:48,信用较好,微博原创视频博主,广东茂名幼儿师范高职学校,['视频累计播放量19.6万']
1873173673,听话的coco,慢点走 等等有趣的灵魂,,196,895,9312,北京 西城区,f,False,,处女座,2010-11-24 15:19:54,信用较好,,,['视频累计播放量54']
5634013749,zfw平安浦城,与您携手共创平安，和您一起传递正能量。,1,190129,567,87708,福建 南平,f,True,中共浦城县委政法委员会官方微博,1977-11-18 天蝎座,2015-06-18 09:31:33,信用极好,,,['视频累计播放量836.5万']
1807431510,直播南京官方版,一个立足于本土，又兼具互联网思维的栏目；一个以平民视角，记录当下正在发生的栏目；一个以责任、良知铸就品质的栏目。热线：84631111。,1,3410989,430,59179,江苏 南京,m,True,南京电视台新闻综合频道《直播南京》栏目官方微博,2003-03-23 白羊座,2010-09-06 09:41:29,信用极好,,,"['昨日发博22，阅读数10万+，互动数48', '视频累计播放量8096万']"
5396094153,大众日报,创刊于1939年1月1日，现为山东省委机关报，时刻追逐“有权威、有价值、有品质”新闻。,1,6799625,618,56567,山东,m,True,《大众日报》官方微博,1939-01-01 摩羯座,2014-12-03 15:14:02,信用较好,,,"['昨日发博37，阅读数10万+，互动数227', '获赞赏次数14', '视频累计播放量5081.4万']"
6890796357,日照日报官博,日照日报 是中共日照市委机关报，山东省优秀报纸，日照地区最具权威性、指导性、开放性和前瞻性的媒体。,1,301340,1899,35722,山东 日照,m,True,日照日报官方微博, ,2018-12-18 15:01:00,信用较好,,,"['昨日发博96，阅读数100万+，互动数1.9万', '视频累计播放量5036.5万']"
2504282715,长春新闻广播,长春地区首家类型化广播电台 以覆盖全城的新闻触角 精准的媒体播出模式 秉承社会责任与正义 构架全天候首席资讯聚集平台,,25507,477,71255,吉林 长春,m,True,长春新闻广播官方微博,,2011-12-01 20:07:46,信用较好,长春人民广播电台,,"['昨日发博36，阅读数1万+，互动数4', '视频累计播放量68万']"
3585793804,叙州之窗,叙州区位于四川南部，地处川滇两省结合部，幅员面积2571平方公里，辖12个镇、2个乡、3个街道办事处，户籍人口101万。,,4655,404,87044,四川,m,True,宜宾市叙州区人民政府官方微博,1970-01-01 摩羯座,2013-07-05 15:13:49,信用较好,,,['视频累计播放量292.5万']
6315206710,安康政法,,,163221,4383,128364,陕西,m,True,中共安康市委政法委员会官方微博,,2017-07-20 14:49:36,信用较好,,,['视频累计播放量583.5万']
2259880587,内蒙古广播电视台,,1,537115,1676,104006,内蒙古,m,True,内蒙古人民广播电台官方微博,,2011-07-21 09:20:51,信用较好,内蒙古广播电视台,,"['昨日发博70，阅读数10万+，互动数4562', '视频累计播放量4446.1万']"
2621516563,咸阳日报,咸阳市委机关报，传播党的声音，反映群众意愿。,1,197992,225,42146,陕西,m,True,咸阳日报官方微博,,2012-02-18 10:18:48,信用极好,,,"['昨日发博16，阅读数10万+，互动数38', '获赞赏次数8', '视频累计播放量432.5万']"
7078300779,我会有璀璨人生2025故事的亲历者,镇魂。希望能成为像望仔一样的人，无论是学习还是性格。,,1,220,11738,江苏,f,False,,1995-04-15 白羊座,2019-04-14 17:41:08,信用较好,,,['视频累计播放量14']
5433898646,北京大兴消防,,1,158498,1373,47331,北京 大兴区,m,True,北京市大兴区消防支队官方微博,射手座,2014-12-19 12:17:53,信用较好,,,['视频累计播放量608.3万']
2516150701,石家庄文旅之声,石家庄市文化广电和旅游局，期待您的关注！,1,812895,1057,30394,河北,m,True,石家庄市文化广电和旅游局官方微博,,2011-12-07 16:47:04,信用较好,,,['视频累计播放量108.2万']
1838672663,华夏时报,《华夏时报》由中国残疾人联合会主管主办。,1,4299183,1124,96804,北京 西城区,m,True,华夏时报官方微博,2007-07-02 巨蟹座,2010-10-25 16:37:34,信用较好,,,"['昨日发博41，阅读数10万+，互动数61', '获赞赏次数15', '视频累计播放量2011.9万']"
5479875664,博览新闻,淄博日报社旗下博览客户端致力于向用户提供及时、权威、全面深入的报道，提供有用、方便、有料、有趣的生活服务。,,1208,360,34617,山东,f,True,博览新闻官方微博,2015-01-15 摩羯座,2015-01-15 09:46:08,信用较好,淄博日报社,,['视频累计播放量6.9万']
1703371307,北京晚报,关注百姓的关注，关注中国的关注，关注世界的关注 新闻热线 85202188 85202199 13911656789,1,17913792,2072,145016,北京,m,True,北京晚报官方微博,,2010-03-02 10:22:33,信用极好,,,"['昨日发博41，阅读数100万+，互动数3832', '获赞赏次数482', '视频累计播放量2.84亿']"
1751714412,大皖新闻,真相 真情 真理,1,3734072,1040,145209,安徽,m,True,新安晚报大皖新闻官方微博,2010-06-07 双子座,2010-06-07 09:54:30,信用较好,,,"['昨日发博34，阅读数100万+，互动数1283', '获赞赏次数28', '视频累计播放量1.48亿']"
2011075080,齐鲁晚报,办主流大报，树百年品牌，齐鲁晚报是山东省发行量和社会影响力最大的都市报。目前齐鲁晚报构建的“一报两微一端一网”融媒矩阵，全媒覆盖人群超过1000万。2016年，齐鲁晚报荣膺“全国晚报二十强”并排名第二，同时入选亚洲品牌500强。线索爆料与媒体合作请发送至qlwb2011@sina.com。,1,15433354,1774,188469,山东 济南,f,True,齐鲁晚报官方微博,,2011-03-15 18:44:02,信用较好,,,"['昨日发博115，阅读数100万+，互动数1.3万', '获赞赏次数213', '视频累计播放量22.41亿']"
3302689634,永州发布,传递政务信息，提供服务资讯。“永州发布”期待您的关注，共话“幸福永州”。,1,241202,370,32939,湖南 永州,m,True,中共永州市委宣传部官方微博, ,2013-04-08 09:49:35,信用较好,,,['视频累计播放量3956.1万']
1734530730,大河报,大河报，移动视频化改革后全新升级大河报·豫视频，从一纸风行到融合视频、直播、图文等内容的全媒体矩阵，为看见真实、深度、温暖和美好而努力发声。,1,19856500,1484,190399,河南 郑州,m,True,大河报官方微博,1995-08-01 狮子座,2010-04-26 10:40:57,信用较好,大河报,,"['昨日发博52，阅读数100万+，互动数2.8万', '获赞赏次数1630', '视频累计播放量15.43亿']"
1749990115,北京青年报,新闻是有分量的,1,14906899,1731,159722,北京 朝阳区,m,True,北京青年报官方微博,1949-03-21 白羊座,2010-06-02 15:23:57,信用极好,北京青年报社,,"['昨日发博43，阅读数100万+，互动数5.6万', '获赞赏次数555', '视频累计播放量5.99亿']"
5331076683,京城杨平,,,24,831,12163,其他,m,False,, ,2014-10-14 11:21:38,信用较好,,,['视频累计播放量2.3万']
2146627190,诗意宣城,宣城市文化和旅游局官方微博。宣城是以宣纸、宣笔、徽墨、宣砚为代表的中国文房四宝之城、历史文化名城、中国优秀旅游城市。,,70451,963,27810,安徽,m,True,宣城市文化和旅游局官方微博,,2011-05-09 14:46:47,信用较好,安徽省宣城市旅游局,,['视频累计播放量264.2万']
5522399953,南充政法,讲述政法故事  传播政法声音,,84904,62,69743,其他,m,True,中国共产党南充市委员会政法委员会官方微博, ,2015-03-26 01:37:29,信用较好,,,['视频累计播放量30.7万']
7349855355,智慧女神Helen老师,+Wechat:693427331教育博主，升学指导，留学规划，研学活动，英语培训。关注学生健康成长，与梦想者同行！,,55,188,1974,北京,f,False,,1987-04-09 白羊座,2019-12-06 21:57:06,信用较好,Dream Offer,北京化工大学,['视频累计播放量1344']
5044511176,中国搜索,中国搜索(chinaso.com)官方微博由中国搜索信息科技股份有限公司运营。中国搜索信息科技股份有限公司是新华社主管主办的国家搜索平台、信息科技企业“国家队”，由中央七大主要新闻单位联合设立。,1,3424702,1760,59290,北京,m,True,中国搜索(chinaso.com)官方微博,2014-03-20 双鱼座,2014-02-20 14:41:49,信用较好,中国搜索,,"['昨日发博11，阅读数1万+，互动数60', '视频累计播放量2797.3万']"
3820915614,北京市第一中级人民法院,,1,1295528,397,36689,北京,m,True,北京市第一中级人民法院官方微博,1995-05-10 金牛座,2013-09-27 17:03:29,信用较好,,,['视频累计播放量123.9万']
1880087643,北京新闻广播,信息服务，温暖相伴！收听频率FM94.5，网络收听请下载“听听FM”APP,1,2056814,572,89592,北京 朝阳区,m,True,北京新闻广播官方微博,,2010-12-02 13:56:37,信用极好,,,"['昨日发博45，阅读数10万+，互动数133', '获赞赏次数12', '视频累计播放量6266.3万']"
5277297601,你快点睡啊,,,52,1901,934,其他,f,False,, ,2014-09-01 10:58:09,信用较好,,,['视频累计播放量14']
1683472727,央广网,讲好中国故事 传播中国声音,1,6841329,558,115798,北京,m,True,央广网文化传媒有限公司,1998-01-01 摩羯座,2010-01-18 10:27:52,信用较好,,,"['昨日发博48，阅读数100万+，互动数3.3万', '视频累计播放量4.56亿']"
2409482243,未来网,未来网由党中央批示成立，运营主体是中青未来（北京）网络科技有限公司，是国家互联网信息办公室批准的中央新闻网站，是全国少工委新媒体工作平台。,1,10622226,1517,39366,北京,f,True,未来网官方微博,2011-11-07 天蝎座,2011-10-13 11:31:07,信用极好,,,"['昨日发博65，阅读数100万+，互动数4831', '获赞赏次数147', '视频累计播放量14.44亿']"
7572790859,是小元花耶,爱吃冰淇淋的小孩最好命！！！ 所有好运气都给小元！！！,,636,271,16521,海外 奥地利,f,False,,1998-12-12 射手座,2021-03-06 11:19:09,信用较好,,,['视频累计播放量1368']
6555848067,壳震201402,,,615,115,1501,湖北,m,False,,2017-05-20 金牛座,2018-05-20 18:45:30,信用较好,,,['视频累计播放量13.9万']
2164096520,成都交通文艺广播,成都交通文艺广播FM91.4，您身边的服务专家。,,131978,252,92909,四川,f,True,成都交通广播FM914官方微博,1975-07-03 巨蟹座,2011-06-08 10:48:38,信用较好,成都交通广播,,"['昨日发博38，阅读数10万+，互动数19', '视频累计播放量263.9万']"
3658228113,临淄发布,,,50698,524,53507,山东 淄博,m,True,淄博市临淄区融媒体中心官方微博,2012-02-21 双鱼座,2013-07-24 17:49:34,信用较好,,,['视频累计播放量290.6万']
1765891182,厦门日报,厦门日报是本地具有权威性、公信力和影响力的主流大报，全国百强报刊。厦门日报官方微博依托强大记者团队，实现信息第一时间发布。,1,1176005,899,148670,福建,m,True,厦门日报官方微博,,2010-06-24 14:39:16,信用极好,,,"['昨日发博30，阅读数10万+，互动数116', '获赞赏次数16', '视频累计播放量1.24亿']"
2998934450,成都气象,7:00-8:00 发布未来12小时气象预报；16:00-17:00 发布未来72小时气象预报；14:00-15:00 发布气象科普；根据天气情况不定时发布气象预警、灾害及相应防御指南等。,1,715945,328,47767,四川 成都,m,True,成都市气象台官方微博, ,2012-09-26 15:20:13,信用较好,,,['视频累计播放量386.4万']
5539777260,菏泽日报,,,17105,897,48276,山东,m,True,《菏泽日报》,2015-03-02 双鱼座,2015-03-02 17:05:22,信用较好,,,"['教育领域 阅读数飙升', '昨日发博40，阅读数10万+，互动数4011', '视频累计播放量111.9万']"
3464130570,陕西省留坝县法院,这是陕西省留坝县人民法院官方微博，我们将竭诚为各位提供便捷高效的法律咨询服务，及时发布我院工作动态，欢迎各位对我院的工作提出宝贵意见和建议。,,2373,455,2084,陕西 汉中,m,True,陕西省汉中市留坝县人民法院官方微博,,2013-05-14 11:33:11,信用较好,,,['视频累计播放量354']
6496100765,喵咪章鱼堡,阳光 沙滩 海浪 仙人掌 还有一位老船长,,460,907,4808,海外,f,False,,天秤座,2018-02-24 18:18:02,信用较好,,,['视频累计播放量1.2万']
3274822530,南昌广播电视台,南昌广播电视台官方微博,1,1820987,562,115642,江西 南昌,f,True,南昌广播电视台(http://weibo.com/u/3274822530)官方微博,,2013-04-19 16:43:22,信用较好,南昌广播电视台,,"['昨日发博36，阅读数10万+，互动数332', '获赞赏次数6', '视频累计播放量2.12亿']"
6452982393,一只元宝哈,,,47,139,587,其他,f,True,超话粉丝大咖（王俊凯超话）,2005-09-12 处女座,2018-01-06 00:22:37,信用较好,,,['视频累计播放量4.5万']
3919603060,内蒙古日报,中共内蒙古自治区委员会机关报,1,2420260,1069,156127,内蒙古,m,True,《内蒙古日报》官方微博,1952-01-01 摩羯座,2013-11-28 17:32:53,信用较好,内蒙古日报社,,"['昨日发博114，阅读数10万+，互动数297', '获赞赏次数17', '视频累计播放量2061.1万']"
1959451603,锦观新闻,《成都日报》是成都市委机关报，也是成都最具影响力的大型综合日报之一。“权威、深度、责任”是我们的办报理念。欢迎拨打本报新闻热线：028-962211。,1,7283548,1042,104956,四川,m,True,成都日报锦观新闻官方微博,1988-09-21 处女座,2011-02-10 10:43:42,信用较好,成都日报社,,"['昨日发博31，阅读数100万+，互动数1780', '获赞赏次数26', '视频累计播放量6089.2万']"
1465022157,楽寕Meteorology,喜欢太阳的气象男,,1383,1328,6285,北京 海淀区,m,False,,1984-11-25 射手座,2010-03-15 08:51:22,信用较好,CMA,南京信息工程大学,['视频累计播放量524']
2039753857,CCTV4,,1,6586737,389,109110,北京,m,True,CCTV-4中文国际频道官方微博,,2011-03-22 21:01:34,信用较好,,,"['昨日发博52，阅读数100万+，互动数5788', '获赞赏次数264', '视频累计播放量8.81亿']"
1936119834,河北长城网,河北长城网微博是长城网法人微博，是长城新媒体集团新媒体矩阵的重要组成部分。,1,6007562,2388,143333,河北,m,True,长城网微博,2009-07-11 巨蟹座,2011-02-11 14:42:02,信用较好,长城网,,"['昨日发博70，阅读数100万+，互动数7114', '获赞赏次数13', '视频累计播放量7775.6万']"
1762152361,疯狂大象,新浪微专家团特聘专家,1,1131978,3349,68200,河南 郑州,m,True,第五届“五个一百”网络正能量评选百项网络正能量榜样获得者、知政观察团成员,1962-07-18 巨蟹座,2010-06-24 11:40:58,信用极好,金水路,中国人民公安大学,"['V指数 时事 61.86分', '热门社会时事博主 数据飙升', '昨日发博30，阅读数10万+，互动数694', '获赞赏次数9', '视频累计播放量410.3万']"
1936009242,大连突侠,微博热评专家组成员。欢迎分享身边的有趣事、突发事、暖心事~ 侠之大者，为国为民；侠之小者，为友为邻。 原@大连突发，现@大连突侠,1,982530,77,50258,辽宁,m,True,知名本地博主 本地资讯博主（大连）,2001-09-11 处女座,2011-05-17 16:24:39,信用极好,微博@大连突发,,"['辽宁宝藏博主', 'V指数 同城 69.86分', '社会时事领域 涨粉飙升', '昨日发博9，阅读数10万+，互动数172', '获赞赏次数14', '视频累计播放量2.21亿']"
7611088265,北京三里屯SOHO,,,80,18,1124,北京 朝阳区,m,True,三里屯SOHO官方微博,1987-08-06 狮子座,2021-05-17 09:00:33,信用较好,,,['视频累计播放量85']
5590760430,泾县泾川派出所,泾川派出所官方微博,,7113,579,14548,安徽,f,True,安徽省宣城市泾县公安局泾川派出所官方微博,2015-04-20 金牛座,2015-04-20 17:46:27,信用较好,,,['视频累计播放量48.4万']
2590508324,北京大兴,大兴，正以超乎想象的速度，在成为面向京津冀的协同发展示范区、具有全球影响力的科技创新引领区、首都国际交往新门户、城乡发展深化改革先行区的快车道上砥砺前行。,1,1500921,1380,62910,北京,f,True,北京大兴区官方微博,2011-12-06 射手座,2011-12-06 11:43:23,信用较好,,,['视频累计播放量5635.8万']
2659630681,北京12320在聆听,宣传卫生政策和健康知识，是您身边的健康小卫士。北京12320接话功能已合并到北京市市民热线服务中心。如需咨询或反映问题，请拨打010-12345。,1,2255536,453,42500,北京 朝阳区,f,True,北京市卫生健康委员会宣传教育中心官方微博,,2012-03-13 15:07:18,信用极好,,,['视频累计播放量1919.2万']
3288875501,河南日报,2013年2月28日生。性格：外柔内刚、仪表清新、谈吐幽默。口头禅：围观改变生活。理想：人民一边喝着咖啡，一边刷河南日报微博！,1,6440947,649,114132,河南,m,True,《河南日报》官方微博, ,2013-02-21 14:53:31,信用极好,,,"['昨日发博31，阅读数10万+，互动数482', '获赞赏次数41', '视频累计播放量1.56亿']"
1912416573,河南手机报,千万大报 如影随行,1,1261868,2007,44891,河南 郑州,f,True,河南手机报官方微博,2006-05-15 金牛座,2011-01-05 17:47:14,信用较好,河南日报报业集团,,"['昨日发博76，阅读数100万+，互动数3298', '获赞赏次数7', '视频累计播放量5861.6万']"
2992050891,北京时间,创造历史的每时每刻  尽在北京时间,1,7718057,771,93548,北京,m,True,北京广播电视台“北京时间”官方微博, ,2012-10-11 16:47:19,信用极好,,,"['昨日发博64，阅读数100万+，互动数4497', '获赞赏次数35', '视频累计播放量3.72亿']"
7786940482,北京TOCC,北京市交通运行监测调度中心官方微博,,682,14,2794,北京,m,True,北京市交通运行监测调度中心（TOCC）官方微博,2010-01-01 摩羯座,2022-08-31 10:56:19,信用一般,,,['视频累计播放量3983']
5217409150,平安北京昌平,讲述警察故事，架起沟通桥梁。这里是北京市公安局昌平分局官方微博，在这里您可以了解到昌平警方的新闻资讯。欢迎您给我们提出意见和建议。,,36378,360,12851,北京,m,True,北京市公安局昌平分局官方微博, ,2014-07-14 23:56:45,信用较好,,,['视频累计播放量261.7万']
1686546714,环球网,每日滚动发送热门国际台海新闻。环球网，世界很精彩！,1,27439396,1488,175312,北京 朝阳区,f,True,环球网微博,,2010-01-26 16:23:37,信用较好,环球时报在线(北京)文化传播有限公司,,"['昨日发博45，阅读数100万+，互动数7874', '视频累计播放量10.99亿']"
7292067871,鄂温克族自治旗融媒体中心,,,397,211,11139,内蒙古,f,True,鄂温克族自治旗融媒体中心官方微博,1984-07-08 巨蟹座,2019-08-26 11:36:44,信用较好,,,['视频累计播放量3.7万']
2280069477,天津生活本地资讯,【家乡微博】关心都市民生，关注都市发展！【最新、最快、最及时——报道天津的事情】欢迎投稿欢迎@,,255812,397,30659,天津,m,True,本地资讯博主（天津）,巨蟹座,2011-08-01 16:42:01,信用极好,,天津大学,"['视频累计播放量48.1万', '微博原创视频博主']"
1960660265,inlong,定个小目标：发个1亿条微博！,,25348,49,294616,海外,m,True,互联网科技博主 微博VLOG博主 头条文章作者 互联网答主,1988-06-15 双子座,2011-02-10 14:54:17,信用极好,,北京航空航天大学,"['视频累计播放量10.6万', '互联网答主', '微博VLOG博主', '互联网科技博主']"
1747766363,语文阅刊,语文阅读专刊，任何博文内容不代表博主立场，仅为传播需要。博主支持一切爱国合法合乎道德与公序良俗的言行。,1,1372057,2226,116149,广东,m,True,教育博主 头条文章作者,1998-07-01 巨蟹座,2010-05-28 11:32:47,信用极好,师范大学,北京师范大学,"['热门教育博主 数据飙升', '昨日发博73，阅读数10万+，互动数24', '视频累计播放量57.3万', '教育博主']"
7337794444,山东天气,提供最权威、最及时的山东气象讯息。愿我们一路相伴，分担风雨，共享阳光。,,75387,157,12568,其他,f,True,山东省气象服务中心官方微博, ,2019-11-15 14:43:25,信用较好,,,['视频累计播放量171.6万']
5562824907,颜临歌,无情的转发机器，时政bb机，同人圈泥石流。,,6288,808,12127,江苏 南京,f,False,,1996-05-22 双子座,2015-03-18 23:45:34,信用较好,,,"['昨日发博5，阅读数1万+，互动数46', '视频累计播放量1818']"
2710498342,无锡博报,为您报道行进中的声音无锡、影像无锡。这里是无锡广播电视台官方新闻微博。欢迎围观、共话无锡。,1,556714,273,101120,江苏 无锡,m,True,无锡广播电视台新闻中心官方微博,,2012-02-07 19:02:38,信用较好,无锡广播电视台,,"['昨日发博31，阅读数1万+，互动数28', '视频累计播放量1187.4万']"
1750344480,北京交通广播,FM103.9 总有美好在路上！,1,3525417,425,82976,北京 朝阳区,m,True,北京交通广播官方微博,,2010-06-03 16:31:10,信用较好,,,"['昨日发博91，阅读数10万+，互动数562', '获赞赏次数21', '视频累计播放量5046.4万']"
2439482773,生活这一刻,每天18:45~19:45在北京广播电视台生活频道直播播出。立足这一刻，探讨生活话题，捕捉社会动势，关注公众热议。,1,371336,347,30594,北京,f,True,北京广播电视台生活频道《生活这一刻》官方账号,1990-12-27 摩羯座,2011-11-01 23:02:30,信用较好,,,"['昨日发博40，阅读数10万+，互动数271', '获赞赏次数4', '视频累计播放量2.24亿']"
1667942985,长三角之声,上海人民广播电台长三角之声是全国第一家由地方电台开设的区域性广播，也是目前区域内唯一服务于长三角一体化发展国家战略的专有媒体。关注长三角之声，获取有关长三角高质量一体化发展的最新动态。,1,1191282,541,104842,上海,m,True,上海人民广播电台长三角之声,2020-10-28 天蝎座,2009-12-08 15:04:31,信用较好,,,"['昨日发博28，阅读数10万+，互动数101', '获赞赏次数4', '视频累计播放量1380.6万']"
1368805177,辽视第一时间,辽宁广播电视台第一时间官方微博。感谢关注！,1,1703699,3093,285265,辽宁 沈阳,m,True,辽宁卫视《第一时间》栏目官方微博, ,2010-01-25 10:12:15,信用极好,辽宁广播电视台,,"['昨日发博20，阅读数10万+，互动数62', '获赞赏次数3', '视频累计播放量2.73亿']"
1847123567,香港商報網,香港商報和香港商报官网www.hkcd.com共用此微博，每日匯聚香港、內地大量新闻、財經資訊。,1,1898923,465,270279,香港 观塘区,m,True,香港商报和香港商报网的官方微博,,2010-11-04 14:35:20,信用较好,香港商報有限公司,,"['昨日发博81，阅读数100万+，互动数1795', '视频累计播放量2亿']"
2294175064,芜湖大队长,芜湖热门已更名芜湖大队长，欢迎大家继续关注哦~,1,162263,802,46119,安徽,m,True,本地资讯博主（芜湖）,天秤座,2011-08-08 09:07:10,信用极好,,安徽师范大学,"['安徽宝藏博主', '昨日发博10，阅读数1万+，互动数116', '视频累计播放量27.6万']"
